,author,url,upvote,target_id,target_type,content,time,id
1268,hu-da-wei-32-70,https://www.zhihu.com/question/61924114/answer/195056049,15,61924114,question,我发展我的社会主义，你走你的种姓道路，碍你事了？大家都是第三世界，经济增长还都不赖，不好好发展你去给不丹替天行道，对不起，我就是上帝。我是比你强好多，但是正眼都不想看你一下，你却跟个狗皮膏药一样粘着我，阻碍我的伟大复兴，我反手就想给你一巴掌，唉，现在还不能打，打了就中计了，等我忙完两个一百年，腾出时间，正手反手给你两个大嘴巴子。,2017-07-07,195056049
1269,yaoyuan84721,https://www.zhihu.com/question/61924114/answer/192566824,7,61924114,question,题主是想搞个大新闻么，这个不是谁说就算的，你说央视说了说了。。。。。。哦，央视一个评论员。,2017-07-02,192566824
1270,zhu-ge-liang-33-49,https://www.zhihu.com/question/61924114/answer/209460502,9,61924114,question,,2017-08-06,209460502
1271,jun-lin-tian-xia-1-53,https://www.zhihu.com/question/61924114/answer/193010427,27,61924114,question,现在考量华夏子孙5000年来政治智慧的时候到了，到底要像昭和男儿一样叫嚣3个月内灭亡中国，还是像秦军一样对待六国叩关，其中利敝大家都能看清。为了子孙后代，大家忍一时之气又何妨，这个忍让并不是因我们怼不过对方而是我们有更大的目标，上兵伐谋，印度国内有那么多的民族问题，他想通过战争凝聚人心我们都能看出，无论输赢他目的已达到，我们能遂他愿，只用媒体天天抹黑他军队太怂就行了，砸钱大肆宣传印军太怂，不敢开枪啦，中军当印军面宰牛吃烤肉印军只能干看着啦什么的，以阿三国民的智商不出三天国内就得炸锅，使人心更散,2017-07-03,193010427
1272,zhang-san-49-52,https://www.zhihu.com/question/61924114/answer/195168441,6,61924114,question,中国在动手前几个事情要做1. 大规模军事援助巴基斯坦（装备，军方人才），斯里兰卡（导弹，拦截）。注意：我这里说的是军事援助，不是出售军备。2. 通过间谍制造印度内部教派种族背景而产生的大规模恐怖袭击。如果要打，就要把印度打到资产外逃。,2017-07-08,195168441
1273,wu-cao-87,https://www.zhihu.com/question/61924114/answer/192618385,3,61924114,question,勿谓言之不预，不是谁嘴里说出来都是作数的。人日还没出评论员文章，不急。等着看。,2017-07-02,192618385
1274,,https://www.zhihu.com/question/61924114/answer/208467690,3,61924114,question,今天！8月4日，人民日报钟声发声了。,2017-08-04,208467690
1275,da-ma-26-99,https://www.zhihu.com/question/61924114/answer/193781102,4,61924114,question,印非法越境与我对峙将持续到九月下旬。,2017-07-05,193781102
1276,zhe-shi-yige-xiao-yu-zhou,https://www.zhihu.com/question/61924114/answer/208431605,2,61924114,question,今天人民日报钟声《揭露印军非法越界真相》，指明了印军实质完全是非法越界，其目的完全是为了制造事端。态度是“中国努力通过外交渠道与印度沟通解决此次事件，任何国家都不应低估中国政府和人民捍卫领土主权的决心，中国将采取一切必要措施维护自己的正当的合法权益”。然后依次反驳了印军“越界是出于安全关怀”“洞朗属于中国与不丹争议领土”“中国愿谈早期收获表明存在争议”这三个无理搅三分的观点，说印度用新错代替旧错。尤其是反驳“洞朗属于中国与不丹争议领土”的部分我觉得很精彩。接下来还有一篇文章标题是印军非法越界行为不负责任，不计后果。印军行为已经构成国际不法行为，印方应为此承担后果。我觉得文章措辞已经很直接很强硬了，直接指责对方无理搅三分，但态度还是“中国努力通过外交渠道与印度沟通解决此次事件”。,2017-08-04,208431605
1277,wei-si-li-70-15,https://www.zhihu.com/question/61924114/answer/193676640,3,61924114,question,"央视评论员也会打嘴仗了,中国向来是不开第一枪，印度越界的军人枪口都向下也很好地贯彻了印度非暴力不合作的这一流传的精神。这怎么能打的起来？",2017-07-05,193676640
1278,bluth-59,https://www.zhihu.com/question/61924114/answer/213629210,1,61924114,question,想当年，金戈铁马，气吞万里如虎。其他还怎么说呢？,2017-08-13,213629210
1279,gui-zhou-la-rou,https://www.zhihu.com/question/39652218/answer/197454224,3184,39652218,question,"不丹政府已经向中国正式提交表示抗议的外交照会，要求中国停止在锡金以东的洞朗地区的修路等建设行为，认为中方侵犯了不丹的主权。同时，印度接受不丹请求，派军队侵入中国洞朗地区，不丹还表示支持印度“捍卫其权益”的军事措施。看到这则新闻后，笔者不禁想起那段在不丹的经历。前年从印度加尔各答机场去不丹办事，在机场外的餐厅碰到一队刚从不丹返程的中国游客，其中一个哥们在不丹得了皮肤病，浑身长疮，他对我们抱怨不丹卫生条件差，还说一定要把他亲自拍摄的虎穴寺实景照片上传到网上，用以告诫后人不要相信“最幸福国家”的旅游广告。照片如下：这张照片是虎穴寺旅游区旁患有严重皮肤病的狗，不丹景区通常有不少靠游客的施舍为生的狗。很多过来人都提到过这些狗，就是患有严重 真菌癣 和 寄生虫的 藏獒。以前这些照片网上很多的，现在很少了，取而代之的都是虎穴寺的旅游渲染照片，以及不丹国王、王妃的秀恩爱照。就像以前网上日本核辐射区畸形鱼类照片很多，现在相关照片却很难找到了，取而代之的是各种神社樱花渲染照片。不得不感慨，跨国旅游业利益集团能量太大了。下面是大家经常被手机旅游频道推送的不丹国王旺楚克 和 年轻貌美的王妃的照片，比推送丰田汽车广告的频率还要高：同样是宣传“最幸福国度”，下面这对的影响力要强大得多，自媒体却很少推送：-------------------不少人惊叹不丹物价贵，确实，不丹无论是山区的土产，还是外来的生活必需品、食物、电子产品，都很贵，尤其是外来生活必需品，价格是国内一线城市的3倍以上，而且质量普遍差。有网友抱怨在不丹发现非首都地区买卫生纸有难度之后，对不丹餐馆的手撕沙拉和手捏牛肉顿时感到恶心。其实呢，不丹厨师用手加工的冷盘小吃也没有那么不堪。传统的不丹人上厕所不用卫生纸也可以选用别的东西，路边很多植物的叶片都是可以解决问题的，再说那边的卫生纸是很贵的，对于他们来说是奢侈品。他们从小就懂得使用哪种植物的叶片比较舒服，我还专门观察了那种植物，印度北部和尼泊尔也蛮多的。不丹非首都地区难找到卫生纸一方面是习惯风俗原因，还有一方面原因就是众所周知的高物价。造成不丹物价奇高的原因有三：1，道路交通闭塞，物流成本高，不丹从上一任国王开始就喊着要修路，知道今天，全国也就修了两条中国省道级别的公路，其他的泥路上不了台面，而且基本没有穿山隧道，所以泥巴路都是弯来弯曲的。不丹要求每个游客至少每天消费250美元，其中有一部分成本就是耗在了高昂的运输费用上。2，印度对不丹经济政策和市场的绝对控制，不丹从国家财政，到旅游业、到杂货店，都受到印度的影响力，收益较好的企业法人都会有印度人参股，不少物流环节被印度人掌控，坐地起价，层层盘剥，而且一些原本可以在不丹就地采购的事情非要拉到印度阿萨姆邦搞定。印度在从不丹旅游经济中抽取大量利益的时候，也因强加给不丹的经济调配措施而增加了很多额外成本，进一步增加了不丹的物价。3.印度近几年逐步推进的抵制中国货战略：印度在很多领域都在自力更生的道路上稳步推进，争取尽量替代中国货，这得说到印度的国家级战略——抵制中国货，稍微了解多哈回合谈判的人都知道，印度这个国家的主流经济管理层信奉李斯特主义经济学，他们几乎拒绝了多哈回合谈判中所有可能的妥协交易。印度对其他国家的反倾销诉讼频率之高明显和印度的对外贸易额不对等，甚至对本国资源类产品也采取了种种明显违法WTO原则的出口限制令，比如2011年，中国到岸铁矿石价格依然高企，铁矿石资源大国印度却突然在卡纳塔克邦(Karnataka)、奥里萨邦(Odisha)以及果阿邦 发布铁矿石出口禁令，使得当时中国到岸铁矿石价格进一步上涨。印度的抵制中国货战略其实从本世纪初就在暗中推动，只是以前底子太薄，见效甚微，不过这是一个循序渐进的过程，随着印度自身的轻工业逐步完善，以及印度本土钢铁、焦炭、水泥、电力等重化工业的快速兴起，印度产业界呼吁抵制中国货的呼声越来越高，到了2016年，印度人民党高票夺取政权，印度精英和企业见时机成熟，公开启动抵制中国货战略，只是由于印度中央政府高官避开在公开场合发表抵制中国货言论，使得中国难以在WTO向印度发出诉讼。印度在2016年公开煽动抵制中国货和日本的全球抵制中国货战略有着密切关系，日本、印度双方早在2015年日本财团投标印度高铁项目排挤中国标案开始，两国的抵制中国货战略就已经不谋而合了，日、印双方的抵制中国货合作还在不断深化。既然有WTO架构的原则限制，日本难以在本国以官方名义公开抵制中国货，那就选择在其他国家抵制中国货。日本将全球抵制中国货战略推行到了越南、印度、菲律宾、缅甸、蒙古、土库曼斯坦、不丹等很多国家（话说日本也是极力抵制韩国货的）。而不丹作为印度的附庸，同时也是日本极力推销抵制中国货战略的目的地之一，不丹没有与中国建交，与日本的关系非常好（日本也是不丹的最大援助来源国之一），不丹政府抵制中国货的强度必然是相当大的。就在不丹对中国翻脸前两周，有人到访了不丹，日本公主——真子于6月2日 对不丹进行访问，各大媒体用足了噱头：-----此次日本真子公主访问不丹除了深化和不丹友好关系，还将出席日本文化宣传活动（对于日本来说，半导体被踩的稀烂就破拐子破碎，汽车少买几辆也不在乎，但是文化输出是一刻都不能马虎的）。日本战败后，皇族虽然失去权力，但是皇族成员会担负一些外交使命，一般日本皇族成员不会轻易出席出访，如果有动作，一定有不寻常的政治含义。每一次中印关系紧张之时，都是印度借机打压中国商品市场份额、并提升印度民族产业的机遇，涉及不丹经济的印度贸易商人也会受到这种指导性影响。关于印度替代中国货的战略与日本的全球第三地抵制中国战略的合流，可以参见下面这篇知乎文章：如何看待印度这次进行的一箭104星的发射？ - 知乎---------------这也就是为什么小米手机自从2016年中印关系紧张以来，在印度市场一直难以突破瓶颈的主要原因之一。而现在，随着中国 和 印度、不丹的边境争议地区矛盾升级，小米手机在不丹、印度的销售会更困难，物流仓储、渠道方面的成本会大幅上升。蓝绿两厂的街头手机广告被撕毁，估计长远损失也大；华为在印度市场投入较小，损失相对较小，力帆等中国摩托车的市场份额也被印度本土厂商或者日本-印度合资厂商替代，国产家电品牌在变频空调采购领域也被日本厂商替代。。。。。。其他的中国商品在不丹和印度的境遇也是同理。印度的对华地缘博弈战略导致价格实惠的中国商品很难进入不丹市场，即便中国商品能够进入不丹，也都是在印度完成转口贸易和换标后，才以印度商品的名义进入不丹（印度也做转口贸易，是不是很奇怪，对，印度就从中国对不丹的转口贸易中抽取大量惩罚性的贸易保护税和地缘政治税）。这就是为什么有的网友们在不丹景区看到的纪念品中有些是都是中国少数民族景区常见的小商品，风格雷同，但在不丹那边却贵出一大截。不丹政府根本不像很多情怀媒体吹嘘的那么清廉，其实贪腐非常严重，和印度一个样，就说不丹旅游业的换车计划吧，我第一次去不丹的时候，赴不丹游客乘坐的一般是从其他国家买的二手大巴，或者台湾产的组装车，在地形复杂的山地坐的就是丰田的陆巡、或者丰田、日产的皮卡、别克越野车。随着不丹对游客的每日消费要求从200美元提到250美元，加上梁朝伟/刘嘉玲的婚礼提升知名度，不丹旅游业界的二手车、组装车、日本车显然已经配不上不丹旅游的高大上的逼格了，不丹在印度政府和印度塔塔集团的游说下，不丹贵族和买办启动了旅游业汽车升级计划。首先做出表率的当然是国王——旺楚克，不丹国王的座驾换成了高配防弹版的路虎揽胜（Land Rover），丰田已经不够看了。不丹的王公贵族们、买办们也就学着开起了路虎，这样看上去才能跟印度商人接轨，下面是不丹街头贵族成员的路虎：不丹政府雄心勃勃的计划是把所有的旅客山地越野车都换车路虎，就像这样：然而，不丹的贪腐可以侵蚀一切美好的愿景，才换了两个批次的路虎SUV，经费就不够了，钱也不知道用打哪去了，就连换下来的丰田陆地巡洋舰旧车也不知道哪去了，其实想想也很正常，不丹的王公贵族们如果不在这么“庞大”的采购计划中捞一笔，怎么能够让自己开得起路虎？就凭不丹公务部门的那点可怜的俸禄根本不够还路虎揽胜的车贷，必须贪腐才行。就这样，不丹旅游业雄心勃勃的升级汽车计划做成了半吊子工程，所以在不丹做越野车，就如同有时买手机，可能同一种型号碰到不同规格的硬件，拼的是人品。再说治安，不丹在强奸问题上比印度要好很多，不丹本身有着浓厚的生殖崇拜文化，女性贞操观没有印度教文化那么强，而且不丹女多男少，又允许一妻多夫现象（这种现象在藏缅语支民族文化中并不罕见），不丹文化中的母系社会残留成份很多，所以不丹基本不可能出现印度那样的街头轮奸现象。下面是不丹给外国游客留的指示路标：下面 是不丹的民居墙壁：热情的不丹人欢迎外国游客的标语：不丹的乞丐不少，总有游客或者当地人给予施舍，吸毒现象这两年变多了，基本上盗窃案件也都和这些吸毒人员有关系，当地警察的经验是只要出了什么事，首先就锁定那些吸毒人员破案，一般很准的，只是钱财不一定能追回。贱民即便不做坏事，也没有雇主回去聘用的。农奴要是做了坏事，自有农奴主去按族规处理，警察不便多管。至于卖淫现象，笔者没有去了解。关于不丹的大便，这个就有争议了，我如果没记错，首都廷布街道上是没有大便的，但是郊区路上就有大便，目测还是牛粪、羊粪居多，人类、犬类的应该比较少，但也不敢肯定，因为已经被车轮压得面目全非了。不丹多数地区的下水道系统非常简陋，很多家庭的废水就通过小型沟渠排出，在这些地方可能会闻到人类大便的气味。就像这样：现代马桶厕所体系一般都是优先供应高档宾馆和贵族阶层。不丹的厕所问题的根源还是其落后的管道体系，无论是给水还是排水，都非常落后，相关粪便排给、化粪等等的还需要印度方面的援建。不过，不丹自己建设的一些传统排水设施虽然简陋，但是设计挺有不丹传统气息的，比如这种：至于网友吐槽不丹厕所里的大便上的寄生虫，这个要求就太高了，很多国家都有这种现象，这不仅和卫生条件落后有关，和饮食习惯也有很大关系，比如在日本，很多日本人体内就有寄生虫，关于吃生鱼片、吃生肉和感染寄生虫之间的关系，可以详细参考下面这篇文章：中国人为什么没有发明出寿司？ - 知乎-----------说了治安和卫生，再说不丹的国家安全，总的来说是越来越严重，近年来，随着越来越多的反政府组织及武装力量不断发展壮大，发生在不丹境内的暴力活动越来越多。经过数十年的吞并、分裂、重组，目前不丹的反政府武装可以划分为下面几个阵营：不丹共产党（马列毛）(The Communist Party of Bhutan, MLM)；不丹共产党（毛派）（Bhutan Maoists Party, Maoist）；同属马列派阵营的不丹猛虎组织(Bhutan Tiger Force)；不丹联合革命阵线(The United Revolutionary Front of Bhutan，URFB)眼镜蛇组织（The Cobra Force）等不丹首都廷布和南部地区这些年发生的爆炸和刺杀事件均和这些反政府武装有关，不丹上世纪80年代以来的内战各方其实从来就没有真正签署和平协议。别说和平协议，连像样的停火协议都没有，冲突不断发生，一旦矛盾激化，随时可以爆发大规模冲突。而且在最近几年印度—尼泊尔 一线的毛派武装日益茁壮，不丹也感受到了越来越大的安全压力，不丹急需印度婆罗门政府的保护和制度背书。下图海外研究机构公布的印度国内的毛派、马列派意识形态武装活动范围图：如果算上毛派全面执掌政权的尼泊尔，不丹在地缘上的所有交通路口（山口）已经完全暴露在境外毛派武装的活动区域中，不丹境内的毛派武装和印度、尼泊尔境内的毛派武装的共轭趋势越来越明显。不光是经济，基建，不丹在安全上也是高度依赖印度，所以在中印冲突上，不丹没有理由不跟随印度、日本。不丹境内连绵不断的武装冲突造成了巨大的种族仇恨、阶级裂痕。对于原本贫穷的社会，战争的创伤会被加成放大：下图是印度军警 在印度-不丹边境使用催泪弹阻止难民涌入：不丹还有一个外部安全问题——同中国的领土争议，下图蓝色线和红色线之间部分为中不之间的争议领土，大多数争议领土为不丹方面占领：在1987年中印第5次边境小规模冲突后，不丹在印度的帮助下进一步将争议地区前沿推进到了洞朗附近。不丹和中国之间的争议领土地处措嘉冰川，而措嘉冰川又是印度恒河流域东北部支流的源头之一，印度本来就缺水，随着印度工业的迅速发展，水资源供不应求，印度无论如何也不愿意这些水源处于中国控制之下，印度每年都会对中国在雅鲁藏布江的水电站建设提出抗议。下图是雄伟的措嘉冰川，本就是中国领土，估计印度和不丹正在盘算着把措嘉冰川变成他们的旅游开发区（这种屈辱的案例有不少）：由于中国和不丹没有建交，这些领土争议无法通过对话解决。而这对于不丹来说也是个安全上的不定时炸弹，这也促使不丹更加依赖印度这支地缘政治力量。随着日本-印度同盟的形成，以及中国-巴基斯坦同盟的巩固，不丹 和 尼泊尔也开始迅速站队。（自从印度因反对尼泊尔通过新宪法，于2015年对尼泊尔进行封锁后，尼泊尔和印度关系恶化）未来南亚的地缘政治博弈逐渐呈现下面这个大体轮廓：日本+印度+不丹 VS 中国+巴基斯坦+尼泊尔。大戏才刚刚开始，不丹已经上登了竞技舞台。想写游击队文学、战争小说、地缘政治小说、农奴山寨爱情故事的亲们，可以尽情去不丹展开写作素材收集，你会觉得很值。",2017-07-12,197454224
1280,cadel-zhang,https://www.zhihu.com/question/39652218/answer/197575100,66,39652218,question,去不了西藏的西方旅行者捧一捧不丹也就算了，你天朝p民也跟着起哄就未免太傻了。你能去布达拉宫，能去萨迦桑耶夏鲁，能去阿里，去啥西藏的边角料啊……,2017-07-13,197575100
1281,qian-yu-1-86,https://www.zhihu.com/question/62119505/answer/194928539,497,62119505,question,印度再过十几年在这个方向上一点筹码都不会有了，只能当孙子，现在不冒险是不可能的。但他的问题是没有军事冒险的基础，国内有问题且该方向上军事力量没有优势，所以他其实也打不动 ，西南方向估计也就只有米军投入航空力量地面部队才有可能突破PLA的防御，印度还远不行。而且TG和协从国双线作战的话，恐怕斯利那加和东北部多邦都可以让印度合法的丢，不用核武器的话，对印度很有可能就是灭国战，最差的预期是新德里在短程弹道导弹的射程下+印度失去孟加拉国，不丹/东北部多邦，看具体想法了。主动权一直在TG这边，只不过再过10年印度都可以放弃想法了。骑虎难下的一直是印度，他们国内已经开始淡化影响了。,2017-07-07,194928539
1282,wu-la-duo-en-20,https://www.zhihu.com/question/62119505/answer/195475408,280,62119505,question,有些人。只有立场，没有证据。某高票答案说中国热炒，印度趋于低调。给你扔块砖。你看看印度第一大网络媒体上排名第二的新闻里是不是写着中国啊。你看看印度第一大网络媒体上排名第二的新闻里是不是写着中国啊。也是醉了。下面正经答题。人民日报这个时间选的有意思，7月7号中午12点。德国时间是7月7号早上6点。当天开g20峰会。G20峰会上碰头，据印度那边的媒体爆料，只交谈了6分钟。这点时间估计就够亮下立场。今天更有意思，中国驻印度大使馆开始对正在或计划旅印中国人发布旅游警告。传递的信号已经越来越强烈了。传递的信号已经越来越强烈了。大幕拉开，做个吃瓜群众吧。………7月10日更新。巴基斯坦军队周末，7月9日，破坏了印度军队两个哨所，打死4名士兵。作为对印度炮击炸死5名巴基斯坦平民的回应。,2017-07-08,195475408
1283,mu-zi-qiao-54,https://www.zhihu.com/question/62119505/answer/194984581,1704,62119505,question,看来三哥这次是真玩脱了......估计现在正在找台阶下呢。如果不出意外的话，三哥会请毛子当调解人，从中和稀泥。然后对其国民宣称：我不是怕中国，我是看在毛子的面子才撤军的。虽然在网络上三哥一直是大家调侃的对象。但其实在中印边界问题上，三哥一直都在挑衅而中国则处于隐忍的状态。因为中国的国力与军力虽远超三哥，但是重心毕竟在东部。中国被台湾问题，南海问题，朝鲜问题所牵引了绝大多数的精力。对于三哥一直处于分身乏术的状态。因此，在边界问题上，三哥以前一直都是屡屡挑衅，步步蚕食。三哥从政府到媒体再到一般民众，都为自己挑衅了中国感到兴奋。而中国以前对此一般都抱着息事宁人的态度，媒体对于边界摩擦也是抱着不报道的态度。这一态度，更加刺激了三哥的嚣张气焰。三哥此次挑起摩擦的目的除了地缘上的考量外。我个人认为更重要的应该是为了魔笛在国内的税改获得支持。因为在三哥的眼中，谁能侮辱中国，谁就是印度的英雄。就应该支持他的政策。三哥在挑衅前也是做了充足的准备。不光时机点选的很巧妙，而且还为自己留足了后手。对峙之初，魔笛恰在美国访问。目的就是要给中国造成一种美印密谋的感觉，好让中国投鼠忌器。而不久之后，还要举行G20峰会。届时中印领导人还有见面的机会。三哥咬准了中国在此之前不会有大动作。而最后，三哥还有毛子这张牌。因为三哥与毛子拥有准盟友的关系。前不久更是在毛子的大力支持下，进入了上合。三哥知道，一旦中国真的急眼的话。毛子一定会居中调停，从中和稀泥，帮三哥开脱。而中国出于与毛子抱团取暖对抗美国的战略考量，也一定会卖毛子个面子。而中国此次的反应，一反往常的隐忍。非常的高调。应该打了三哥一个措手不及。这点从三哥的反应就能看出。对峙之初，其先是像往常一样恶人先告状，在媒体大肆宣传，说是中国越界。被中国外交部拿出现场照片打脸后，就开始狡辩中锡边界有争议。（其实事情发展到这步就已经超过三哥的预期了。因为以往中国一般都会沉默，根本不会闹到在外交部记者会上公开回应的地步）再被中国拿出印度政府之前的声明打脸后，又开始说是为不丹出头。到此已经完全是语无伦次的程度。其国内的媒体也在减少对此事的关注度。意图降温。而中国却是在不断追踪此事。到今天，更是连人民日报都出来了。三哥此时心中一定很慌。所幸还有最后的预案，那就是毛子。G20峰会上，魔笛与普京会面后，一定会请其帮忙说情。好把这件事浑水摸鱼给糊弄过去。对于中国来说，三哥真是又可恨又可笑。其对中国的态度，即是极端敌视又是极端恐惧。它对中国的敌视，导致了其只要一有机会就会不断的挑衅中国。它对中国的恐惧，又造成了每当中国认真对待它的挑衅时，它又会认怂，不敢跟中国硬怼下去。与这条癞皮狗做邻居，真是一件恶心的事。,2017-07-07,194984581
1284,xiaobaojun,https://www.zhihu.com/question/62119505/answer/194898998,213,62119505,question,"所有的事，等今天金砖国家领导人非正式会晤和明天G20汉堡峰会结束再说。问：你能否介绍习近平主席在G20峰会期间有关双边会晤安排？习主席是否将会见印度总理莫迪？金砖国家领导人非正式会晤将于何时举行？
答：关于习近平主席在出席二十国集团领导人汉堡峰会期间的双边会晤情况，如果有消息，中方会及时发布。
关于中印两国领导人在峰会期间是否有会晤安排，我目前没有可以提供的信息。需要指出的是，近日印度边防人员在中印边界锡金段非法越过边界线进入中方境内，阻挠中方在洞朗地区的正常活动。印方此举侵犯了中国的领土主权，损害了双边关系政治基础和整体气氛。中方要求印方尊重边界条约规定，尊重中国的领土主权，立即将越界边防部队撤回到边界线印方一侧，维持中印边界地区的和平与安宁。这是中印之间开展任何有意义对话的前提。【划重点】
据我了解，金砖国家领导人非正式会晤将于当地时间7月7日举行。顺便说一句，这哥们躺枪了。",2017-07-07,194898998
1285,zhang-yiming-6-87,https://www.zhihu.com/question/62119505/answer/195062600,284,62119505,question,局座已经说话了。印度。。好自为之吧局座：7月4日，印度一架直升机在中印边境地区坠毁，两天后又有一架米格-23战斗机在印巴边境地区坠毁，一周摔了两架飞机，就这水平还敢关公门前耍大刀，在中印边境挑事儿？中国人尊称印度为三哥，网络上戏称阿三，黑三哥是我的日常，做过很多节目，网友如数家珍。这次印度越境挑衅后我始终没发声，网友强烈呼吁让我说两句，退休了以敲边鼓为主，不敢乱议。我统计过，印度几十年来总共摔了1000多架战机，其中多为技术事故。我发现，印度斯坦航空公司就是个奇葩，凡是它制造的或者维修过的战机没有不摔的，就这速度还用得着我们动手吗？我还发现，印度整天怼中国，大事小情都要比着来对着干，反观中国却从来不与印度为敌，相反还和颜悦色，长袖善舞。中国军力世界第二，印度军力在哪儿呢，我得好好找找。局座：7月4日，印度一架直升机在中印边境地区坠毁，两天后又有一架米格-23战斗机在印巴边境地区坠毁，一周摔了两架飞机，就这水平还敢关公门前耍大刀，在中印边境挑事儿？中国人尊称印度为三哥，网络上戏称阿三，黑三哥是我的日常，做过很多节目，网友如数家珍。这次印度越境挑衅后我始终没发声，网友强烈呼吁让我说两句，退休了以敲边鼓为主，不敢乱议。我统计过，印度几十年来总共摔了1000多架战机，其中多为技术事故。我发现，印度斯坦航空公司就是个奇葩，凡是它制造的或者维修过的战机没有不摔的，就这速度还用得着我们动手吗？我还发现，印度整天怼中国，大事小情都要比着来对着干，反观中国却从来不与印度为敌，相反还和颜悦色，长袖善舞。中国军力世界第二，印度军力在哪儿呢，我得好好找找。____________________首次过百赞，感谢局座,2017-07-07,195062600
1286,,https://www.zhihu.com/question/62119505/answer/195549352,1083,62119505,question,对于捐款问题，我只是表明一下心迹，毕竟大炮一响黄金万两。国家，应该是看不上我等小钱。但是只是聊表心迹，顺应有钱出钱有人出人吧。（思维幼稚勿怪）另外关于邦的 锡金，主要担心真的开打吧。对于寸土必争，以前的丢了没办法，穷，现在再丢，对人民无法交代吧。以后史书怎么写他们？《公元xxxx年 中俄签订xxxx不平等条约》？高考必考？--------------下面是原文----------------1、今日新闻，新疆区域停止售卖8.1号起的车票了（无关联，对不起）2、印度有几个邦开始乱了3、驻印度领事馆发布旅游安全公告了4、新闻开始报道川藏兵了5、巴铁互射（无关联，巴铁每个月都要互相射几发）我个人希望不要有战争，真的，现在都是独生子女，一旦开战会有很多&lt;del&gt;颠沛流离&lt;del&gt;（描述错误，对不起）失独的家庭出现（根据现有新闻，失独家庭生活并不是太好，无人养老，脱离社会等问题）。如果可以我希望直接机械化战争，各种无人机、轰炸机、导弹洗地吧，部队只做接收。钱没了可以赚，人没了就真没了。如果真的开战，我会捐款！！我真的希望减少人员伤亡。寸土必争！,2017-07-08,195549352
1287,bao-zi-ge-18,https://www.zhihu.com/question/62119505/answer/195131616,186,62119505,question,人民日报再登一次勿谓言之不预也，估计卖的要脱销。------------------更新分割线------------------未雨绸缪，先订上再说。,2017-07-08,195131616
1288,xia-yuan-ding,https://www.zhihu.com/question/62119505/answer/194891369,2289,62119505,question,谢邀实名反对一下目前最高赞的两个答案吧，都在这里扯啥呢？你们以为人民日报是在过家家呢，发这玩意儿是在哄着国人玩呢？以上是人民日报的中文脸书主页和推特主页，如你们所愿，他还真就艾特莫迪了！这下你们满意了吧？好了，认真回答一下这个问题人民日报的海外版就此事已经连续发文多篇了，这里不再赘述人日的海外英文社交账号也已经就边境问题发文谴责多次了人日的海外中文社交账号也已经全网同步发了这张图片并且艾特莫迪了为什么要这么做？很简单，就是要明白无误的表明官方的态度！目前这件事情很有意思的发展在于印度国内的声音在下降（包括报道和热搜），但是国内的相关报道力度却在逐步提升。换言之这次边境问题，官方压根儿就没有想着要隐瞒民众。印度这次制造的人为边境冲突除了所谓的中国威胁以外，就是在为自己国内的问题转移矛盾焦点（税改，西孟加拉邦冲突和大吉岭骚乱），但是中国显然不愿意成为被甩锅的一方，尤其是在牵动民众神经的领土问题上妥协这几年无论是东海钓鱼岛问题上和日本较劲，还是南海岛屿问题上和美国硬刚，亦或是愈发强硬的台湾问题表态，官方是不愿意在领土问题上让步的。我们能接受的最低底线就是双边谈判，印度此时想要占中国便宜，怕是过分乐观了最后多说一句吧，我还是不认为双方会打起来，因为目前的事态真的不到需要发动战争的时候。但是希望高层可以在军事威慑和强硬外交层面上表明自身的态度，中国不是软柿子，你印度想转移矛盾怕是找错对象了,2017-07-07,194891369
1289,li-sheng-ze-48,https://www.zhihu.com/question/62119505/answer/194976360,175,62119505,question,如果现在不找事 以后就没机会了.....西藏那条铁路没开通以前印度完全可以凭着人数优势装13但是开通之后 一天几万人不是事好的吧......各种山地装备天上的北斗还有各种DF....新德里能不知道？印度的精英阶层能不明白现在中印的差距？而且TG的所有装备都是拉到高原上测试过的.你们懂我意思吧.....还有一点.这是中国外交最强硬的一个.那就是原则问题比如一个中国 或者主权领土上的问题就算你嚷嚷着要核平北京  那也是绝不会上谈判桌的,2017-07-07,194976360
